order_id,settlement_id,tier,match_status,confidence,category,explanation,suggested_action
ORD1092,,4,unresolved,0.95,orphan_order,"[AI/groq] The order ORD1092 has no corresponding settlement entry in the dataset. The summary indicates there are more settlements than orders and 78 of 99 orders have been matched, leaving this order as one of the unmatched records.","Investigate the payment gateway and bank statements for a settlement matching the order amount and date. Verify if the payment was captured, delayed, or misrecorded, and update the ledger accordingly."
ORD1074,,4,unresolved,0.95,orphan_order,"[AI/gemini] Order ORD1074 exists in the order ledger as 'paid' via UPI for 6049.69, but has no corresponding settlement record in the payment gateway file.",Check the payment gateway dashboard for unapplied UPI deposits or contact the payment processor to trace the funds for order ORD1074.
ORD1090,,4,unresolved,0.95,orphan_order,"[AI/groq] The order record ORD1090 (customer Krishna Shah, amount 3730.61, status paid) has no corresponding settlement entry in the dataset. No settlement with matching amount, date, or order reference was found, indicating the order is unmatched.","Investigate the missing settlement: verify payment processor logs for a settlement on or after 2026-08-25, check for data entry errors, and if no settlement exists, request the missing settlement record or initiate a follow‑up with the finance team."
ORD1076,,4,unresolved,0.95,orphan_order,"[AI/groq] The order ORD1076 (customer Max Dixit, amount 8587.75, date 2026-09-01, UPI) has no matching settlement record in the dataset, indicating it is an order without a corresponding payment settlement.","Investigate the missing settlement by checking UPI transaction logs, contacting the payment processor, and verifying whether the payment was captured or delayed. If the payment was never received, initiate collection or cancel the order as appropriate."
ORD1073,,4,unresolved,0.94,orphan_order,"[AI/groq] The order ORD1073 (customer Utkarsh Patel, amount 7605.77, date 2026-09-02, payment method UPI) has no corresponding settlement entry in the dataset. All settlement records have been scanned and none match the order ID, amount, or payment method, indicating the payment was not recorded as settled.","Investigate the missing settlement: verify UPI transaction logs for 2026-09-02, confirm whether the payment was captured, and if not, follow up with the payment processor and the customer to resolve the discrepancy."
ORD1085,,4,unresolved,0.95,orphan_order,"[AI/groq] The order ORD1085 has no corresponding settlement entry in the dataset. The summary shows 99 orders and 100 settlements with 78 already matched, leaving this order among the 43 unmatched records. No settlement matches the order amount, date, or customer, indicating the payment was not recorded as a settlement.","Investigate the missing settlement: check bank and netbanking transaction logs for a payment of 2602.45 on or after 2026-08-18, verify if the payment was captured, and coordinate with the finance team or payment gateway to locate or reconcile the missing settlement."
ORD1070,,4,unresolved,0.87,partial_refund,"[AI/groq] The order ORD1070 is marked as partially_refunded, which often results in mismatched settlement records because the original payment and the subsequent refund may appear as separate entries. No matching settlement was found, indicating the refund portion may be missing or recorded separately.","Search the settlement dataset for a payment entry matching the original order amount (1040.95) and a separate refund entry for the refunded portion. Verify the refund amount and reconcile both entries to the order, or flag the missing refund settlement for further investigation."
ORD1072,,4,unresolved,0.85,partial_refund,"[AI/groq] The order ORD1072 is marked as partially_refunded but no settlement record matches it, indicating the refund portion may be missing or not linked.","Review the refund transactions for Rehaan Kalita, locate the missing settlement or refund entry, and reconcile it with the order. If the refund settlement is absent, request the finance team to provide or record the missing settlement details."
ORD1075,,4,unresolved,0.96,orphan_order,"[AI/groq] The order ORD1075 (customer Charan Krishnan, amount 1040.36, UPI, paid on 2026-08-18) has no corresponding settlement entry in the dataset. No settlement record matches the order ID, amount, date, or payment method, indicating the payment was not recorded on the settlement side.","Investigate the missing settlement: verify UPI transaction logs for 2026-08-18, confirm receipt of funds, and if the payment was not captured, initiate a manual settlement or contact the customer to resolve the discrepancy."
ORD1080,,4,unresolved,0.95,orphan_order,"[AI/groq] Order ORD1080 (customer Atharv Chand, amount 4560.42, paid on 2026-08-20) has no corresponding settlement record in the dataset. The summary shows 100 settlements vs 99 orders with 78 already matched, indicating this order is among the unmatched records.","Investigate the missing settlement: verify payment gateway logs for a successful capture, check for delayed or failed settlement processing, and if necessary contact the payment processor or the customer to resolve the discrepancy."
ORD1079,,4,unresolved,0.95,orphan_order,"[AI/groq] The order record ORD1079 is listed as pending with no corresponding settlement entry in the dataset. Since no matching payment settlement was found among the 100 settlements, the order appears to be orphaned.","Investigate the pending UPI payment: verify transaction logs, check with the payment gateway for any delayed or failed settlement, and contact the customer to confirm payment status. If a settlement is found later, match it; otherwise consider canceling or flagging the order."
